vivado_delay	ot_delay	class	endpoint
5.566	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg_reg[1]/R
5.566	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg_reg[20]/R
5.566	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg_reg[21]/R
5.567	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rxdisperr_usr_reg/R
5.567	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rxnotintable_usr_reg/R
5.517	4.863	FF_S	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_addr_plus2_reg[1]/S
5.520	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_addr_plus1_reg[5]/R
5.520	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_addr_plus2_reg[0]/R
5.564	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg_reg[22]/R
5.564	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg_reg[23]/R
5.564	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg_reg[25]/R
5.564	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg_reg[26]/R
5.576	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rxdata_usr_reg[0]/R
5.576	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rxdata_usr_reg[1]/R
5.576	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rxdata_usr_reg[2]/R
5.576	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rxdata_usr_reg[3]/R
5.526	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_addr_gray_reg[4]/R
5.572	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg_reg[13]/R
5.572	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg_reg[16]/R
5.572	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg_reg[17]/R
5.572	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg_reg[18]/R
5.579	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg[19]/R
5.579	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg[1]/R
5.579	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg[20]/R
5.579	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg[21]/R
5.579	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg[22]/R
5.579	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg[23]/R
5.579	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg[25]/R
5.579	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg[26]/R
5.581	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg[4]/R
5.581	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg[5]/R
5.581	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg[6]/R
5.581	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg[7]/R
5.632	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg_reg[4]/R
5.632	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg_reg[5]/R
5.632	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg_reg[6]/R
5.632	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg_reg[7]/R
5.634	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg[13]/R
5.634	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg[16]/R
5.634	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg[17]/R
5.634	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg[18]/R
5.633	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rxdata_usr_reg[4]/R
5.633	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rxdata_usr_reg[5]/R
5.633	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rxdata_usr_reg[6]/R
5.633	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rxdata_usr_reg[7]/R
5.568	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg_reg[0]/R
5.568	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg_reg[10]/R
5.568	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg_reg[11]/R
5.568	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg_reg[12]/R
5.567	4.863	FF_S	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/even_reg/S
5.520	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_addr_gray_reg[0]/R
5.520	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_addr_gray_reg[1]/R
5.520	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_addr_gray_reg[2]/R
5.520	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_addr_gray_reg[3]/R
5.566	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_data_reg_reg[9]/R
5.570	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rxbuferr_reg/R
5.570	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rxchariscomma_usr_reg/R
5.570	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rxcharisk_usr_reg/R
5.570	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rxclkcorcnt_reg[0]/R
5.517	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_addr_plus2_reg[2]/R
5.517	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_addr_plus2_reg[3]/R
5.517	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_addr_plus2_reg[4]/R
5.517	4.863	FF_R	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_addr_plus2_reg[5]/R
5.514	4.863	FF_S	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/rd_addr_plus1_reg[0]/S
5.179	3.670	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[19].RAMB16_S9_S36_inst/ADDRARDADDR[7]
5.157	4.240	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[15].RAMB16_S9_S36_inst/ADDRARDADDR[9]
5.181	6.499	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[21].RAMB16_S9_S36_inst/ADDRARDADDR[6]
4.928	4.139	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[8].RAMB16_S9_S36_inst/ADDRARDADDR[5]
5.158	5.592	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[18].RAMB16_S9_S36_inst/ADDRARDADDR[3]
5.221	4.731	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[16].RAMB16_S9_S36_inst/ADDRARDADDR[6]
5.703	5.028	FF_D	eth.sgmii_soc1.i_pcs_pma.inst.pcs_pma_block_i/transceiver_inst/rx_elastic_buffer_inst/reset_modified_reg/D
5.208	4.501	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[16].RAMB16_S9_S36_inst/ADDRARDADDR[12]
5.154	3.436	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[21].RAMB16_S9_S36_inst/ADDRARDADDR[8]
5.055	5.914	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[22].RAMB16_S9_S36_inst/ADDRARDADDR[9]
4.958	4.613	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[8].RAMB16_S9_S36_inst/ADDRARDADDR[10]
5.164	2.769	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[17].RAMB16_S9_S36_inst/ADDRARDADDR[8]
5.095	3.537	BRAM_DIADI	eth.RAMB16_inst_rx.genblk1[11].RAMB16_S9_S36_inst/DIADI[6]
5.095	5.703	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[21].RAMB16_S9_S36_inst/ADDRARDADDR[12]
4.916	5.332	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[8].RAMB16_S9_S36_inst/ADDRARDADDR[6]
4.889	2.219	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[8].RAMB16_S9_S36_inst/ADDRARDADDR[8]
4.790	3.818	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[7].RAMB16_S9_S36_inst/ADDRARDADDR[9]
5.031	3.486	BRAM_DIADI	eth.RAMB16_inst_rx.genblk1[12].RAMB16_S9_S36_inst/DIADI[6]
5.000	3.009	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[19].RAMB16_S9_S36_inst/ADDRARDADDR[11]
5.007	3.514	BRAM_DIADI	eth.RAMB16_inst_rx.genblk1[15].RAMB16_S9_S36_inst/DIADI[0]
4.928	6.051	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[22].RAMB16_S9_S36_inst/ADDRARDADDR[5]
4.996	2.837	BRAM_DIADI	eth.RAMB16_inst_rx.genblk1[14].RAMB16_S9_S36_inst/DIADI[2]
4.976	4.167	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[15].RAMB16_S9_S36_inst/ADDRARDADDR[5]
4.982	5.095	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[18].RAMB16_S9_S36_inst/ADDRARDADDR[4]
4.830	4.217	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[8].RAMB16_S9_S36_inst/ADDRARDADDR[12]
5.040	4.931	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[16].RAMB16_S9_S36_inst/ADDRARDADDR[10]
4.945	4.830	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[1].RAMB16_S9_S36_inst/ADDRARDADDR[9]
4.958	6.253	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[22].RAMB16_S9_S36_inst/ADDRARDADDR[10]
4.780	3.183	BRAM_DIADI	eth.RAMB16_inst_rx.genblk1[0].RAMB16_S9_S36_inst/DIADI[4]
4.870	6.356	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[20].RAMB16_S9_S36_inst/ADDRARDADDR[3]
4.914	3.656	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[18].RAMB16_S9_S36_inst/ADDRARDADDR[7]
4.892	3.956	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[14].RAMB16_S9_S36_inst/ADDRARDADDR[9]
4.893	5.308	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[17].RAMB16_S9_S36_inst/ADDRARDADDR[3]
4.916	6.688	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[22].RAMB16_S9_S36_inst/ADDRARDADDR[6]
4.663	3.972	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[7].RAMB16_S9_S36_inst/ADDRARDADDR[5]
4.825	3.697	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[20].RAMB16_S9_S36_inst/ADDRARDADDR[11]
4.956	4.716	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[15].RAMB16_S9_S36_inst/ADDRARDADDR[6]
4.943	4.604	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[15].RAMB16_S9_S36_inst/ADDRARDADDR[12]
4.889	3.720	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[22].RAMB16_S9_S36_inst/ADDRARDADDR[8]
4.790	5.754	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[23].RAMB16_S9_S36_inst/ADDRARDADDR[9]
4.862	3.245	BRAM_DIADI	eth.RAMB16_inst_rx.genblk1[15].RAMB16_S9_S36_inst/DIADI[2]
4.693	4.424	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[7].RAMB16_S9_S36_inst/ADDRARDADDR[10]
4.605	4.486	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[9].RAMB16_S9_S36_inst/ADDRARDADDR[3]
4.899	2.485	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[16].RAMB16_S9_S36_inst/ADDRARDADDR[8]
4.830	5.965	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[22].RAMB16_S9_S36_inst/ADDRARDADDR[12]
4.651	5.026	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[7].RAMB16_S9_S36_inst/ADDRARDADDR[6]
4.560	3.102	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[9].RAMB16_S9_S36_inst/ADDRARDADDR[11]
4.624	2.371	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[7].RAMB16_S9_S36_inst/ADDRARDADDR[8]
4.525	3.629	BRAM_ADDR	eth.RAMB16_inst_rx.genblk1[6].RAMB16_S9_S36_inst/ADDRARDADDR[9]
